Data Venda;Canal de Venda;Local de Venda;PAX;Monetário Vendido;RPK
17/01/17;TeleVenda;Arena;94;R$ 5.341,93;13639
17/01/17;Telégrafo;Ellipsis;31;R$ 1.706,69;1776
17/01/17;Porta a Porta;Ellipsis;479;R$ 13.977,28;25292
17/01/17;TeleVenda;Arena;904;R$ 29.477,01;132554
17/01/17;TeleVenda;Vast;900;R$ 18.184,08;43674
17/01/17;Porta a Porta;Vast;659;R$ 17.145,81;32416
17/01/17;Porta a Porta;Arena;600;R$ 25.464,05;84259
17/01/17;TeleVenda;Mindscape;75;R$ 4.192,80;7958
17/01/17;Telégrafo;Arena;70;R$ 6.288,57;9732
17/01/17;Telégrafo;Vast;53;R$ 2.660,41;2468
17/01/17;TeleVenda;Ellipsis;92;R$ 4.811,58;5265
17/01/17;TeleVenda;Vast;94;R$ 4.804,20;4408
18/01/17;TeleVenda;Arena;196;R$ 13.499,60;29912
18/01/17;Porta a Porta;Vast;922;R$ 28.451,86;44595
18/01/17;Porta a Porta;Mindscape;883;R$ 34.366,96;106274
18/01/17;Telégrafo;Mindscape;67;R$ 3.693,72;8861
18/01/17;TeleVenda;Ellipsis;1759;R$ 56.453,22;95707
18/01/17;TeleVenda;Vast;2684;R$ 90.796,13;124630
18/01/17;Telégrafo;Arena;118;R$ 6.379,20;16752
18/01/17;TeleVenda;Mindscape;1835;R$ 79.096,07;217811
18/01/17;TeleVenda;Mindscape;152;R$ 9.886,50;17449
18/01/17;Telégrafo;Vast;64;R$ 2.575,46;3179
18/01/17;Porta a Porta;Ellipsis;657;R$ 23.127,63;34779
18/01/17;Telégrafo;Ellipsis;53;R$ 2.344,26;2810
18/01/17;TeleVenda;Vast;296;R$ 19.303,45;13996
18/01/17;Porta a Porta;Arena;782;R$ 34.518,88;108891
18/01/17;TeleVenda;Ellipsis;270;R$ 16.457,08;16171
18/01/17;TeleVenda;Arena;1964;R$ 80.322,39;285114
19/01/17;TeleVenda;Ellipsis;272;R$ 18.440,12;16223
19/01/17;TeleVenda;Mindscape;137;R$ 9.134,65;15963
19/01/17;TeleVenda;Mindscape;1514;R$ 65.327,16;185196
19/01/17;Porta a Porta;Mindscape;882;R$ 33.053,18;103089
19/01/17;Telégrafo;Arena;99;R$ 5.256,81;14489
19/01/17;TeleVenda;Arena;211;R$ 14.949,29;31688
19/01/17;Telégrafo;Ellipsis;42;R$ 2.062,24;2230
19/01/17;TeleVenda;Ellipsis;1342;R$ 43.581,24;72503
19/01/17;Porta a Porta;Ellipsis;664;R$ 22.109,89;35007
19/01/17;TeleVenda;Vast;246;R$ 15.932,22;12145
19/01/17;TeleVenda;Arena;1672;R$ 68.303,78;250129
19/01/17;Porta a Porta;Vast;867;R$ 27.308,22;42265
19/01/17;TeleVenda;Vast;1929;R$ 68.347,17;89531
19/01/17;Porta a Porta;Arena;860;R$ 38.465,35;126269
19/01/17;Telégrafo;Vast;59;R$ 2.280,73;3049
19/01/17;Telégrafo;Mindscape;71;R$ 4.208,69;10490
20/01/17;TeleVenda;Ellipsis;268;R$ 17.086,01;16249
20/01/17;TeleVenda;Arena;1767;R$ 69.380,50;266909
20/01/17;Telégrafo;Mindscape;70;R$ 4.479,84;9327
20/01/17;Porta a Porta;Ellipsis;702;R$ 22.324,46;38100
20/01/17;Porta a Porta;Mindscape;927;R$ 35.234,57;110014
20/01/17;TeleVenda;Vast;2103;R$ 73.704,46;100068
20/01/17;TeleVenda;Mindscape;147;R$ 8.865,06;16322
20/01/17;TeleVenda;Mindscape;1682;R$ 69.399,98;203545
20/01/17;Telégrafo;Arena;101;R$ 5.677,59;14583
20/01/17;Porta a Porta;Arena;808;R$ 36.042,35;118075
20/01/17;Telégrafo;Vast;74;R$ 4.293,70;3439
20/01/17;TeleVenda;Arena;175;R$ 13.102,07;26187
20/01/17;Porta a Porta;Vast;955;R$ 29.058,17;47755
20/01/17;TeleVenda;Vast;275;R$ 19.010,95;13920
20/01/17;TeleVenda;Ellipsis;1496;R$ 47.041,18;83178
20/01/17;Telégrafo;Ellipsis;60;R$ 2.863,37;3477
21/01/17;Porta a Porta;Mindscape;817;R$ 30.405,03;95113
21/01/17;Telégrafo;Arena;109;R$ 6.379,89;15409
21/01/17;TeleVenda;Arena;1623;R$ 65.691,99;243644
21/01/17;Porta a Porta;Arena;746;R$ 33.565,55;109700
21/01/17;Telégrafo;Vast;64;R$ 2.732,75;3144
21/01/17;Porta a Porta;Vast;840;R$ 25.838,54;41958
21/01/17;TeleVenda;Ellipsis;1404;R$ 42.777,86;77876
21/01/17;TeleVenda;Vast;1910;R$ 64.119,35;89684
21/01/17;Telégrafo;Ellipsis;41;R$ 1.878,98;2351
21/01/17;TeleVenda;Arena;187;R$ 13.315,28;28550
21/01/17;TeleVenda;Ellipsis;212;R$ 13.610,19;12793
21/01/17;TeleVenda;Mindscape;150;R$ 10.519,31;17785
21/01/17;Porta a Porta;Ellipsis;664;R$ 21.590,00;36300
21/01/17;Telégrafo;Mindscape;61;R$ 3.680,56;7701
21/01/17;TeleVenda;Vast;260;R$ 18.069,31;12995
21/01/17;TeleVenda;Mindscape;1525;R$ 63.138,41;181878
22/01/17;TeleVenda;Arena;1986;R$ 79.266,88;303370
22/01/17;Porta a Porta;Arena;925;R$ 38.927,16;141479
22/01/17;TeleVenda;Vast;246;R$ 17.358,77;11885
22/01/17;Porta a Porta;Ellipsis;636;R$ 20.063,68;35053
22/01/17;Porta a Porta;Mindscape;688;R$ 26.764,88;82744
22/01/17;TeleVenda;Arena;183;R$ 14.721,34;27421
22/01/17;Telégrafo;Ellipsis;48;R$ 2.632,38;2866
22/01/17;Telégrafo;Vast;62;R$ 4.086,98;3015
22/01/17;TeleVenda;Ellipsis;1534;R$ 49.885,16;85311
22/01/17;TeleVenda;Mindscape;118;R$ 8.516,48;14087
22/01/17;TeleVenda;Mindscape;1536;R$ 68.966,16;186486
22/01/17;TeleVenda;Ellipsis;218;R$ 13.638,39;13588
22/01/17;Telégrafo;Arena;121;R$ 6.401,97;18023
22/01/17;Porta a Porta;Vast;781;R$ 24.190,45;37704
22/01/17;TeleVenda;Vast;2092;R$ 76.993,90;97717
22/01/17;Telégrafo;Mindscape;58;R$ 3.842,73;6932
23/01/17;TeleVenda;Arena;1849;R$ 56.125,42;286146
23/01/17;TeleVenda;Ellipsis;993;R$ 21.867,90;56631
23/01/17;Porta a Porta;Arena;1771;R$ 60.304,43;266498
23/01/17;Porta a Porta;Mindscape;743;R$ 23.790,08;83771
23/01/17;TeleVenda;Vast;100;R$ 5.611,83;4710
23/01/17;TeleVenda;Mindscape;914;R$ 26.408,85;111619
23/01/17;Porta a Porta;Vast;784;R$ 18.026,51;38101
23/01/17;Telégrafo;Ellipsis;45;R$ 1.657,72;2495
23/01/17;Telégrafo;Vast;66;R$ 2.380,37;3066
23/01/17;Porta a Porta;Ellipsis;703;R$ 17.602,32;38715
23/01/17;TeleVenda;Vast;1035;R$ 20.934,07;50717
23/01/17;TeleVenda;Ellipsis;105;R$ 5.706,61;6593
23/01/17;Telégrafo;Mindscape;59;R$ 4.410,30;8910
23/01/17;TeleVenda;Arena;116;R$ 7.803,41;16601
23/01/17;TeleVenda;Mindscape;81;R$ 4.346,77;8944
23/01/17;Telégrafo;Arena;182;R$ 8.623,65;27269
24/01/17;TeleVenda;Vast;948;R$ 18.386,76;45074
24/01/17;TeleVenda;Mindscape;58;R$ 3.502,08;6362
24/01/17;Porta a Porta;Ellipsis;813;R$ 20.404,00;44077
24/01/17;Porta a Porta;Mindscape;825;R$ 25.973,03;95385
24/01/17;TeleVenda;Arena;96;R$ 5.752,90;14009
24/01/17;TeleVenda;Mindscape;794;R$ 21.028,66;98409
24/01/17;TeleVenda;Ellipsis;892;R$ 18.606,68;49895
24/01/17;TeleVenda;Vast;98;R$ 5.802,47;4601
24/01/17;Porta a Porta;Vast;886;R$ 20.975,75;43750
24/01/17;TeleVenda;Arena;1302;R$ 38.620,89;195723
24/01/17;Telégrafo;Arena;111;R$ 5.604,39;17238
24/01/17;Telégrafo;Ellipsis;41;R$ 1.869,66;2480
24/01/17;TeleVenda;Ellipsis;78;R$ 3.994,15;4642
24/01/17;Porta a Porta;Arena;1454;R$ 51.562,37;216770
24/01/17;Telégrafo;Vast;51;R$ 1.922,33;2491
24/01/17;Telégrafo;Mindscape;40;R$ 1.982,48;5439
25/01/17;Telégrafo;Vast;69;R$ 4.457,50;3199
25/01/17;TeleVenda;Arena;203;R$ 14.312,05;29980
25/01/17;Porta a Porta;Arena;1030;R$ 42.719,24;149474
25/01/17;TeleVenda;Arena;1862;R$ 72.989,68;277070
25/01/17;TeleVenda;Vast;2240;R$ 75.394,48;107484
25/01/17;TeleVenda;Ellipsis;259;R$ 16.868,79;15214
25/01/17;TeleVenda;Ellipsis;1613;R$ 47.984,98;87760
25/01/17;TeleVenda;Mindscape;1670;R$ 69.253,36;198465
25/01/17;Telégrafo;Mindscape;92;R$ 5.333,65;10871
25/01/17;Porta a Porta;Ellipsis;942;R$ 27.485,42;51122
25/01/17;Telégrafo;Arena;107;R$ 5.759,03;16133
25/01/17;TeleVenda;Vast;280;R$ 19.304,46;13746
25/01/17;Telégrafo;Ellipsis;57;R$ 2.994,48;3316
25/01/17;Porta a Porta;Mindscape;989;R$ 36.556,39;115598
25/01/17;TeleVenda;Mindscape;148;R$ 9.343,58;17083
25/01/17;Porta a Porta;Vast;1092;R$ 31.680,15;54279
26/01/17;Telégrafo;Mindscape;71;R$ 4.851,60;9283
26/01/17;TeleVenda;Ellipsis;1549;R$ 48.576,79;84674
26/01/17;Telégrafo;Vast;59;R$ 2.733,70;2849
26/01/17;TeleVenda;Vast;266;R$ 17.608,30;13336
26/01/17;TeleVenda;Mindscape;1591;R$ 67.336,93;188546
26/01/17;TeleVenda;Arena;1720;R$ 67.177,59;250746
26/01/17;TeleVenda;Vast;2185;R$ 75.756,98;102905
26/01/17;TeleVenda;Mindscape;145;R$ 9.538,20;15930
26/01/17;TeleVenda;Ellipsis;277;R$ 18.451,46;16382
26/01/17;Porta a Porta;Ellipsis;659;R$ 20.912,06;36340
26/01/17;Porta a Porta;Arena;757;R$ 34.120,02;106168
26/01/17;Telégrafo;Arena;114;R$ 6.089,96;16505
26/01/17;Porta a Porta;Vast;998;R$ 30.422,47;47956
26/01/17;Porta a Porta;Mindscape;842;R$ 31.952,63;98899
26/01/17;TeleVenda;Arena;181;R$ 13.726,17;27042
26/01/17;Telégrafo;Ellipsis;55;R$ 3.007,50;3348
27/01/17;TeleVenda;Vast;251;R$ 15.232,24;12430
27/01/17;TeleVenda;Ellipsis;248;R$ 15.812,57;15193
27/01/17;Telégrafo;Vast;80;R$ 3.751,96;3814
27/01/17;TeleVenda;Mindscape;1761;R$ 76.492,85;211147
27/01/17;Porta a Porta;Mindscape;864;R$ 33.535,52;102735
27/01/17;TeleVenda;Vast;2382;R$ 80.510,37;113440
27/01/17;Telégrafo;Mindscape;79;R$ 5.621,46;9843
27/01/17;Porta a Porta;Ellipsis;706;R$ 21.687,27;37211
27/01/17;Telégrafo;Ellipsis;59;R$ 3.070,46;3524
27/01/17;TeleVenda;Mindscape;164;R$ 9.755,20;18182
27/01/17;Porta a Porta;Arena;810;R$ 37.296,64;114438
27/01/17;Telégrafo;Arena;146;R$ 7.901,43;18762
27/01/17;TeleVenda;Arena;197;R$ 13.521,46;28868
27/01/17;TeleVenda;Arena;1944;R$ 76.366,00;285330
27/01/17;TeleVenda;Ellipsis;1708;R$ 53.721,85;94199
27/01/17;Porta a Porta;Vast;946;R$ 28.428,78;44357
28/01/17;Telégrafo;Vast;78;R$ 3.182,45;3830
28/01/17;Telégrafo;Ellipsis;49;R$ 2.390,15;2921
28/01/17;TeleVenda;Vast;254;R$ 16.083,33;12495
28/01/17;TeleVenda;Ellipsis;1420;R$ 44.351,06;79512
28/01/17;Telégrafo;Mindscape;85;R$ 4.619,38;10578
28/01/17;TeleVenda;Mindscape;168;R$ 10.701,62;17988
28/01/17;Porta a Porta;Arena;826;R$ 36.943,51;119359
28/01/17;Porta a Porta;Mindscape;790;R$ 30.511,85;94400
28/01/17;TeleVenda;Vast;2092;R$ 70.876,84;99519
28/01/17;TeleVenda;Arena;1739;R$ 69.706,13;257050
28/01/17;Porta a Porta;Ellipsis;695;R$ 21.421,33;37729
28/01/17;TeleVenda;Mindscape;1550;R$ 66.090,81;191052
28/01/17;Telégrafo;Arena;102;R$ 5.384,45;13515
28/01/17;Porta a Porta;Vast;931;R$ 28.587,88;44299
28/01/17;TeleVenda;Ellipsis;223;R$ 14.322,75;13730
28/01/17;TeleVenda;Arena;183;R$ 12.524,26;26827
29/01/17;TeleVenda;Arena;208;R$ 15.218,23;31432
29/01/17;TeleVenda;Mindscape;146;R$ 9.649,52;17122
29/01/17;Telégrafo;Ellipsis;46;R$ 2.010,66;2541
29/01/17;TeleVenda;Vast;271;R$ 18.149,24;13474
29/01/17;TeleVenda;Arena;1618;R$ 67.473,69;240070
29/01/17;Telégrafo;Arena;95;R$ 5.020,71;13094
29/01/17;Telégrafo;Vast;63;R$ 3.322,49;2963
29/01/17;Porta a Porta;Ellipsis;585;R$ 18.423,33;31547
29/01/17;Porta a Porta;Mindscape;658;R$ 25.802,97;76101
29/01/17;TeleVenda;Vast;2084;R$ 76.613,02;99188
29/01/17;TeleVenda;Ellipsis;1417;R$ 46.924,77;78770
29/01/17;Telégrafo;Mindscape;76;R$ 6.250,93;9382
29/01/17;TeleVenda;Ellipsis;217;R$ 14.728,51;13240
29/01/17;Porta a Porta;Vast;871;R$ 27.115,62;41265
29/01/17;TeleVenda;Mindscape;1504;R$ 68.299,00;180980
29/01/17;Porta a Porta;Arena;645;R$ 29.840,26;91025
30/01/17;Porta a Porta;Ellipsis;778;R$ 17.574,72;43126
30/01/17;TeleVenda;Mindscape;63;R$ 3.456,33;6686
30/01/17;Telégrafo;Mindscape;56;R$ 3.804,86;8058
30/01/17;TeleVenda;Vast;1002;R$ 18.953,79;49663
30/01/17;Porta a Porta;Arena;675;R$ 27.185,18;94922
30/01/17;TeleVenda;Ellipsis;935;R$ 19.090,48;53919
30/01/17;Telégrafo;Arena;78;R$ 4.527,58;11962
30/01/17;TeleVenda;Mindscape;841;R$ 23.157,40;101996
30/01/17;TeleVenda;Vast;116;R$ 6.218,33;5664
30/01/17;Porta a Porta;Vast;862;R$ 18.322,73;43801
30/01/17;Telégrafo;Vast;52;R$ 2.132,30;2481
30/01/17;Porta a Porta;Mindscape;681;R$ 21.750,53;78636
30/01/17;TeleVenda;Arena;1085;R$ 34.544,95;157679
30/01/17;TeleVenda;Ellipsis;93;R$ 5.723,32;5420
30/01/17;TeleVenda;Arena;109;R$ 6.780,70;16072
30/01/17;Telégrafo;Ellipsis;50;R$ 1.788,73;2726
31/01/17;TeleVenda;Vast;993;R$ 18.701,02;48128
31/01/17;TeleVenda;Ellipsis;825;R$ 16.579,81;45913
31/01/17;Telégrafo;Arena;56;R$ 3.122,80;7803
31/01/17;Porta a Porta;Arena;741;R$ 30.770,65;101269
31/01/17;TeleVenda;Arena;931;R$ 28.709,92;133389
31/01/17;Telégrafo;Mindscape;40;R$ 3.140,95;5430
31/01/17;Telégrafo;Ellipsis;42;R$ 2.477,70;2449
31/01/17;TeleVenda;Vast;88;R$ 4.302,19;4094
31/01/17;Telégrafo;Vast;52;R$ 1.923,43;2654
31/01/17;Porta a Porta;Vast;1042;R$ 22.352,39;52086
31/01/17;TeleVenda;Mindscape;772;R$ 19.182,10;91028
31/01/17;TeleVenda;Arena;93;R$ 4.833,89;13497
31/01/17;Porta a Porta;Mindscape;800;R$ 25.991,43;92952
31/01/17;Porta a Porta;Ellipsis;880;R$ 20.235,08;47159
31/01/17;TeleVenda;Mindscape;56;R$ 2.703,77;5607
31/01/17;TeleVenda;Ellipsis;81;R$ 5.005,84;5232
01/02/17;Porta a Porta;Arena;835;R$ 37.319,30;119434
01/02/17;Telégrafo;Arena;93;R$ 4.775,68;13111
01/02/17;Telégrafo;Vast;77;R$ 3.462,78;3845
01/02/17;TeleVenda;Arena;208;R$ 13.491,70;31000
01/02/17;Porta a Porta;Ellipsis;901;R$ 25.985,70;48081
01/02/17;Porta a Porta;Mindscape;933;R$ 32.552,96;106392
01/02/17;TeleVenda;Ellipsis;1471;R$ 46.336,00;81105
01/02/17;Porta a Porta;Vast;1153;R$ 31.777,13;55675
01/02/17;Telégrafo;Mindscape;79;R$ 4.404,05;10845
01/02/17;TeleVenda;Ellipsis;268;R$ 17.007,12;15919
01/02/17;TeleVenda;Mindscape;1540;R$ 65.807,68;185117
01/02/17;TeleVenda;Vast;335;R$ 19.492,78;16502
01/02/17;TeleVenda;Vast;2183;R$ 76.719,03;101588
01/02/17;TeleVenda;Arena;1561;R$ 64.586,15;231771
01/02/17;TeleVenda;Mindscape;172;R$ 10.815,21;19437
01/02/17;Telégrafo;Ellipsis;57;R$ 3.356,84;3183
02/02/17;Porta a Porta;Ellipsis;677;R$ 20.875,92;35463
02/02/17;TeleVenda;Arena;1475;R$ 60.953,78;216394
02/02/17;Telégrafo;Vast;67;R$ 2.797,01;3103
02/02/17;Porta a Porta;Arena;701;R$ 33.437,48;101309
02/02/17;TeleVenda;Mindscape;1520;R$ 65.141,08;179375
02/02/17;Porta a Porta;Mindscape;811;R$ 31.076,27;94373
02/02/17;Porta a Porta;Vast;1015;R$ 30.499,99;48446
02/02/17;TeleVenda;Ellipsis;304;R$ 16.946,42;18061
02/02/17;TeleVenda;Ellipsis;1380;R$ 43.861,69;75411
02/02/17;TeleVenda;Arena;235;R$ 15.413,40;35267
02/02/17;Telégrafo;Arena;109;R$ 5.722,10;15595
02/02/17;Telégrafo;Mindscape;55;R$ 2.952,77;7167
02/02/17;Telégrafo;Ellipsis;57;R$ 3.253,18;3212
02/02/17;TeleVenda;Vast;2157;R$ 74.613,23;100194
02/02/17;TeleVenda;Mindscape;172;R$ 9.825,06;19898
02/02/17;TeleVenda;Vast;384;R$ 19.435,53;17930
03/02/17;Telégrafo;Arena;115;R$ 8.759,03;15485
03/02/17;Telégrafo;Mindscape;66;R$ 4.037,27;8375
03/02/17;TeleVenda;Arena;238;R$ 15.708,74;35523
03/02/17;Porta a Porta;Mindscape;837;R$ 33.074,39;100037
03/02/17;TeleVenda;Mindscape;152;R$ 9.652,62;17746
03/02/17;Porta a Porta;Ellipsis;660;R$ 20.674,70;36149
03/02/17;TeleVenda;Arena;1554;R$ 62.726,65;228586
03/02/17;TeleVenda;Ellipsis;289;R$ 16.775,68;17210
03/02/17;Telégrafo;Vast;68;R$ 4.137,66;3348
03/02/17;Porta a Porta;Vast;914;R$ 27.335,87;43556
03/02/17;TeleVenda;Ellipsis;1386;R$ 43.157,61;76213
03/02/17;Porta a Porta;Arena;753;R$ 34.910,22;108194
03/02/17;Telégrafo;Ellipsis;53;R$ 2.804,65;3387
03/02/17;TeleVenda;Mindscape;1490;R$ 66.871,32;179056
03/02/17;TeleVenda;Vast;385;R$ 20.670,67;18483
03/02/17;TeleVenda;Vast;2026;R$ 68.711,25;94516
04/02/17;TeleVenda;Ellipsis;285;R$ 17.217,11;17066
04/02/17;Porta a Porta;Arena;923;R$ 40.334,19;137384
04/02/17;Porta a Porta;Ellipsis;795;R$ 23.214,08;41945
04/02/17;TeleVenda;Ellipsis;1507;R$ 44.249,65;83550
04/02/17;Telégrafo;Arena;109;R$ 6.920,20;15268
04/02/17;TeleVenda;Mindscape;162;R$ 10.375,86;19484
04/02/17;TeleVenda;Vast;2031;R$ 65.785,54;93810
04/02/17;Telégrafo;Mindscape;97;R$ 7.068,43;13426
04/02/17;Telégrafo;Vast;79;R$ 4.299,38;3772
04/02/17;TeleVenda;Arena;1761;R$ 68.499,45;264391
04/02/17;Porta a Porta;Vast;1016;R$ 29.193,39;46916
04/02/17;TeleVenda;Mindscape;1566;R$ 64.005,58;195009
04/02/17;Telégrafo;Ellipsis;60;R$ 4.651,09;3285
04/02/17;TeleVenda;Vast;384;R$ 22.486,69;18242
04/02/17;TeleVenda;Arena;184;R$ 13.113,62;27303
04/02/17;Porta a Porta;Mindscape;948;R$ 33.975,93;114673
05/02/17;TeleVenda;Arena;1887;R$ 75.007,77;280358
05/02/17;Telégrafo;Ellipsis;87;R$ 8.330,06;4665
05/02/17;Porta a Porta;Vast;1047;R$ 29.168,57;48137
05/02/17;TeleVenda;Ellipsis;298;R$ 19.141,73;18071
05/02/17;TeleVenda;Vast;347;R$ 18.147,35;15992
05/02/17;Porta a Porta;Mindscape;1031;R$ 34.261,92;126027
05/02/17;Porta a Porta;Arena;901;R$ 37.139,19;126530
05/02/17;TeleVenda;Mindscape;1733;R$ 72.706,70;213328
05/02/17;Telégrafo;Arena;113;R$ 6.452,63;15921
05/02/17;TeleVenda;Arena;407;R$ 36.717,80;53880
05/02/17;TeleVenda;Mindscape;162;R$ 10.534,00;19909
05/02/17;TeleVenda;Vast;2238;R$ 75.881,81;103764
05/02/17;Telégrafo;Mindscape;86;R$ 6.894,32;11665
05/02/17;Porta a Porta;Ellipsis;821;R$ 22.871,09;44588
05/02/17;Telégrafo;Vast;89;R$ 5.447,94;4114
05/02/17;TeleVenda;Ellipsis;1688;R$ 50.458,32;93932
06/02/17;TeleVenda;Vast;1987;R$ 32.471,52;96252
06/02/17;Telégrafo;Mindscape;137;R$ 6.478,12;19683
06/02/17;TeleVenda;Arena;3604;R$ 89.861,39;529422
06/02/17;Telégrafo;Ellipsis;95;R$ 3.000,39;5211
06/02/17;Porta a Porta;Vast;2500;R$ 39.901,13;120150
06/02/17;TeleVenda;Mindscape;91;R$ 5.388,52;10306
06/02/17;TeleVenda;Ellipsis;1957;R$ 33.213,37;114494
06/02/17;TeleVenda;Mindscape;2610;R$ 55.433,17;332213
06/02/17;Telégrafo;Vast;108;R$ 3.055,52;5399
06/02/17;TeleVenda;Arena;557;R$ 52.388,24;68283
06/02/17;Porta a Porta;Ellipsis;2284;R$ 40.497,78;132854
06/02/17;Telégrafo;Arena;208;R$ 8.548,76;30926
06/02/17;TeleVenda;Vast;172;R$ 8.878,76;7816
06/02/17;Porta a Porta;Arena;3797;R$ 100.512,64;550210
06/02/17;Porta a Porta;Mindscape;3221;R$ 69.419,10;407242
06/02/17;TeleVenda;Ellipsis;116;R$ 5.994,25;7350
07/02/17;TeleVenda;Vast;1737;R$ 25.571,83;82084
07/02/17;TeleVenda;Mindscape;2443;R$ 42.511,44;342395
07/02/17;Telégrafo;Vast;79;R$ 2.491,01;3637
07/02/17;Telégrafo;Ellipsis;72;R$ 2.315,12;4373
07/02/17;TeleVenda;Mindscape;60;R$ 3.061,61;7479
07/02/17;Telégrafo;Mindscape;108;R$ 3.187,81;15824
07/02/17;TeleVenda;Arena;370;R$ 33.257,33;49777
07/02/17;Telégrafo;Arena;160;R$ 5.955,90;22913
07/02/17;Porta a Porta;Vast;2658;R$ 38.947,26;127406
07/02/17;Porta a Porta;Arena;3551;R$ 83.687,10;493489
07/02/17;TeleVenda;Arena;2435;R$ 55.021,41;346630
07/02/17;Porta a Porta;Ellipsis;2291;R$ 38.340,53;130273
07/02/17;TeleVenda;Vast;140;R$ 6.736,87;6370
07/02/17;TeleVenda;Ellipsis;102;R$ 5.145,73;6081
07/02/17;TeleVenda;Ellipsis;1572;R$ 25.077,73;91351
07/02/17;Porta a Porta;Mindscape;3945;R$ 70.297,00;537259
08/02/17;Porta a Porta;Mindscape;2173;R$ 52.714,73;266548
08/02/17;Porta a Porta;Arena;1678;R$ 51.442,22;230669
08/02/17;Porta a Porta;Vast;1978;R$ 40.193,08;93695
08/02/17;TeleVenda;Mindscape;193;R$ 12.743,30;23367
08/02/17;TeleVenda;Arena;1998;R$ 73.677,11;290138
08/02/17;Telégrafo;Vast;78;R$ 2.752,44;3614
08/02/17;Telégrafo;Mindscape;90;R$ 3.487,48;11410
08/02/17;TeleVenda;Ellipsis;294;R$ 19.384,20;17641
08/02/17;Porta a Porta;Ellipsis;1653;R$ 35.527,44;90922
08/02/17;TeleVenda;Vast;2416;R$ 72.906,55;113888
08/02/17;TeleVenda;Arena;366;R$ 30.865,44;52401
08/02/17;TeleVenda;Ellipsis;1784;R$ 48.718,00;99282
08/02/17;Telégrafo;Arena;114;R$ 5.826,98;16629
08/02/17;TeleVenda;Vast;366;R$ 21.438,55;17342
08/02/17;Telégrafo;Ellipsis;82;R$ 4.369,90;4734
08/02/17;TeleVenda;Mindscape;2007;R$ 69.982,43;250503
09/02/17;TeleVenda;Vast;1984;R$ 65.417,90;92789
09/02/17;TeleVenda;Mindscape;141;R$ 9.331,73;17120
09/02/17;Telégrafo;Arena;79;R$ 4.054,51;11986
09/02/17;TeleVenda;Mindscape;1524;R$ 66.754,14;186430
09/02/17;TeleVenda;Ellipsis;1383;R$ 43.268,03;76119
09/02/17;Porta a Porta;Mindscape;819;R$ 29.698,14;97716
09/02/17;TeleVenda;Arena;190;R$ 14.175,90;27081
09/02/17;Porta a Porta;Arena;769;R$ 34.168,40;113158
09/02/17;Porta a Porta;Vast;995;R$ 27.552,10;47180
09/02/17;Telégrafo;Vast;66;R$ 3.069,87;3306
09/02/17;Telégrafo;Ellipsis;48;R$ 2.518,91;2551
09/02/17;TeleVenda;Arena;1602;R$ 64.519,59;239627
09/02/17;TeleVenda;Ellipsis;254;R$ 15.343,09;14894
09/02/17;TeleVenda;Vast;318;R$ 18.711,65;15360
09/02/17;Porta a Porta;Ellipsis;684;R$ 20.708,65;36837
09/02/17;Telégrafo;Mindscape;71;R$ 4.472,57;8922
10/02/17;TeleVenda;Arena;228;R$ 16.422,00;33291
10/02/17;TeleVenda;Ellipsis;1592;R$ 49.684,36;90388
10/02/17;Porta a Porta;Vast;989;R$ 27.253,89;46368
10/02/17;Porta a Porta;Arena;686;R$ 30.758,90;99884
10/02/17;TeleVenda;Vast;295;R$ 18.037,54;14260
10/02/17;Telégrafo;Mindscape;71;R$ 4.688,09;9218
10/02/17;Porta a Porta;Ellipsis;661;R$ 20.167,51;36546
10/02/17;Telégrafo;Vast;67;R$ 3.218,93;3203
10/02/17;TeleVenda;Ellipsis;239;R$ 14.989,27;14269
10/02/17;TeleVenda;Arena;1844;R$ 76.052,41;276233
10/02/17;TeleVenda;Vast;2302;R$ 76.264,58;108971
10/02/17;TeleVenda;Mindscape;1805;R$ 80.959,25;221524
10/02/17;Porta a Porta;Mindscape;814;R$ 29.743,49;98852
10/02/17;TeleVenda;Mindscape;127;R$ 8.685,33;15457
10/02/17;Telégrafo;Ellipsis;45;R$ 2.461,26;2540
10/02/17;Telégrafo;Arena;100;R$ 5.481,92;14003
11/02/17;Telégrafo;Arena;110;R$ 6.551,35;16115
11/02/17;Porta a Porta;Ellipsis;590;R$ 17.262,06;32433
11/02/17;Porta a Porta;Vast;868;R$ 23.727,13;39486
11/02/17;TeleVenda;Mindscape;116;R$ 9.185,99;15002
11/02/17;TeleVenda;Vast;2175;R$ 77.206,93;101335
11/02/17;Telégrafo;Mindscape;88;R$ 5.878,59;11830
11/02/17;Telégrafo;Vast;79;R$ 5.470,90;3451
11/02/17;TeleVenda;Arena;185;R$ 13.291,27;27444
11/02/17;TeleVenda;Mindscape;1489;R$ 68.766,01;184297
11/02/17;Porta a Porta;Arena;732;R$ 31.157,25;110137
11/02/17;Porta a Porta;Mindscape;677;R$ 26.097,86;83528
11/02/17;TeleVenda;Ellipsis;1571;R$ 52.543,19;87708
11/02/17;TeleVenda;Vast;242;R$ 16.695,22;11939
11/02/17;TeleVenda;Arena;1664;R$ 68.280,14;251185
11/02/17;TeleVenda;Ellipsis;188;R$ 11.616,28;11191
11/02/17;Telégrafo;Ellipsis;47;R$ 2.715,33;2501
12/02/17;Telégrafo;Ellipsis;55;R$ 3.346,77;3452
